,feat_importance
TAlib.CDLMORNINGDOJISTAR,0.0
TAlib.CDLMORNINGSTAR,0.0
TAlib.CDLONNECK,0.0
TAlib.CDLPIERCING,0.0
TAlib.CDLRICKSHAWMAN,0.0
TAlib.CDLRISEFALL3METHODS,0.0
TAlib.CDLSEPARATINGLINES,0.0
TAlib.CDLSHOOTINGSTAR,1.09251e-05
TAlib.CDLSHORTLINE,0.0
TAlib.CDLSTALLEDPATTERN,0.0
TAlib.CDLSTICKSANDWICH,0.0
TAlib.CDLTAKURI,0.0
TAlib.CDLTASUKIGAP,0.0
TAlib.CDLTHRUSTING,0.0
TAlib.CDLTRISTAR,0.0
TAlib.CDLUNIQUE3RIVER,0.0
TAlib.CDLUPSIDEGAP2CROWS,0.0
TAlib.CDLXSIDEGAP3METHODS,0.0
Sector_Commercial Services,0.0
Sector_Communications,0.0
Sector_Consumer Non-Durables,0.0
Sector_Consumer Services,0.0
Sector_Energy Minerals,0.005896812
Sector_Finance,0.0
Sector_Health Technology,0.0
Sector_Industrial Services,0.0
Sector_Non-Energy Minerals,0.0
Sector_Process Industries,0.0
Sector_Producer Manufacturing,0.0
Sector_Retail Trade,0.0
Sector_Technology Services,0.0
Sector_Transportation,0.00027915684
Sector_Utilities,0.0
